0,1,2,3,4,5,6,7,8,9
332.3535461425781,317.26214599609375,176.37307739257812,80.67852783203125,62.500057220458984,50.6667366027832,40.22730255126953,36.067806243896484,40.54631423950195,39.04268264770508
