0,1,2,3,4,5,6,7,8,9
455.4774169921875,327.4627685546875,156.76780700683594,96.83908081054688,99.19963836669922,91.54818725585938,88.32481384277344,66.68645477294922,63.79041290283203,60.583587646484375
