0,1,2,3,4,5,6,7,8,9
455.4774169921875,327.4627685546875,156.76780700683594,97.96238708496094,80.07171630859375,71.36450958251953,69.2977294921875,63.77998352050781,62.73670196533203,63.07657241821289
