0,1,2,3,4,5,6,7,8,9
645.4336547851562,640.8187866210938,278.3707580566406,262.4506530761719,271.9188537597656,266.6265869140625,284.1814880371094,245.4168243408203,216.03790283203125,147.5113067626953
