0,1,2,3,4,5,6,7,8,9
840.0186767578125,809.5521240234375,349.7740478515625,179.10292053222656,171.9384307861328,116.31639099121094,117.99208068847656,105.76229095458984,108.31705474853516,120.60529327392578
