0,1,2,3,4,5,6,7,8,9
46.427799224853516,38.60160827636719,32.27781677246094,31.11231803894043,29.634233474731445,28.390411376953125,27.66061019897461,27.58115005493164,26.41976547241211,25.68239974975586
