0,1,2,3,4,5,6,7,8,9
16.268259048461914,27.3710994720459,10.722175598144531,27.171180725097656,14.787338256835938,10.968375205993652,9.167621612548828,7.298357963562012,8.031587600708008,5.507051467895508
