0,1,2,3,4,5,6,7,8,9
55.619651794433594,95.8767318725586,26.45197868347168,63.478973388671875,37.734195709228516,45.00255584716797,33.57558059692383,27.514720916748047,32.42164993286133,22.817197799682617
