0,1,2,3,4,5,6,7,8,9
55.619651794433594,95.8767318725586,54.0657958984375,30.472911834716797,23.14437484741211,26.78548812866211,26.6868896484375,26.77899932861328,21.994308471679688,23.814241409301758
