0,1,2,3,4,5,6,7,8,9
80.31578826904297,64.0465316772461,57.4326286315918,55.514835357666016,54.69853591918945,53.21943283081055,52.7064208984375,52.536231994628906,51.80705261230469,50.94782638549805
