0,1,2,3,4,5,6,7,8,9
46.427799224853516,38.60160827636719,31.26613426208496,29.86331558227539,29.07810401916504,28.435087203979492,27.129104614257812,26.50745391845703,26.470497131347656,25.210346221923828
